data,score,city,comment,nick
2018-08-20,2.5,洛阳,郁闷，感觉不是想象中的爱情公寓,rJU785418526
2018-08-20,0.5,台州,从没有看见过这种票房的,gqS221344131
2018-08-20,1.5,郑州,不是期待中的,CvR499204723
2018-08-20,3.5,潜江,感觉就是盗墓笔记,忍者猫咪
2018-08-20,5,鞍山,很好看的电影，环境好。,feng9896
2018-08-20,5,烟台,很好看，是很多人的回忆,晶g610
2018-08-20,5,苏州,很好啊，怀念～,大兰Lani
2018-08-20,1,台州,简直玷污我对爱情公寓的忠诚,FeIIow
2018-08-20,4.5,杭州,爱情公寓我笑了很多次所以它还是爱情公寓,aFe500853157
2018-08-20,0.5,惠州,简直烂的像坨屎………,grW185294783
2018-08-20,5,菏泽,欺骗感情的烂片,sunshinekexin
2018-08-20,1,景德镇,狗血剧情，，,xip141186865
2018-08-20,5,上海,很好看，期待了很长很长时间,wuli小强6
2018-08-20,4,广州,很久没一个人看过电影了，失落,Wtetsziky
2018-08-20,5,合肥,很好看呀！！！,PdE857719707
2018-08-20,5,广州,特喜欢，完美,我叫某某某00
2018-08-20,3,营口,没意思，一般般吧,ykpnn
2018-08-20,2,襄阳,失望。只想安安静静观看关于爱情公寓的回忆,麦兜响铛铛66
2018-08-20,0.5,东台,我的爱情公寓没了,RCG386614352
2018-08-20,4,青岛,好看，还是以前的爱情公寓,吃货的世界mcn
2018-08-20,3.5,深圳,还行吧，没有期待那么好,uJU295882321
2018-08-20,0.5,上海,为什么必须要给星才能评价，这种烂片真的一星都不想给，消费情怀，欺骗那么多爱着爱情公寓的观众，烂片,婀娥额饿
2018-08-20,5,汕头,喜欢，无厘头，搞笑，俊男美女玩盗墓，喜欢,_qqt2f1400661265
2018-08-20,5,句容,"虽然没有我们预想的完美，但终归是让我们笑了一场，泪了一场。
当《爱情公寓》四个大字出现的时候，相信很多人都回到那个《爱情公寓》第一部时了吧，一股熟悉又陌生的感觉涌上心头，熟悉的是还是那帮人：一菲的怼人功力；美嘉的“一口盐汽水喷死你”；子乔的傻笑，大张伟的扭啊扭；悠悠的思念。遗憾的是少了王传君，少了那个一言不合就要“切腹自尽”的关谷神奇。
希望即将上映的《爱5》能带给我们更多欢笑以及曾经的回忆！❤️",MAm420181632
2018-08-20,2.5,大同,一般般吧，不是很喜欢,jMH360098802
2018-08-20,1,台州,不怎么样辣鸡,bge998873005
2018-08-19,0.5,石家庄,烂的一塌糊涂,凌啾啾啾
2018-08-19,4,郑州,挺搞笑的，看的很开心,绝缘体www
2018-08-19,5,本溪,挺好的，完美的,JJ云中飞燕
2018-08-19,5,海口,好-看又好笑,XXW228832800
2018-08-19,5,黑河,情怀问题吧=_=,绿鹅.
2018-08-19,0.5,东莞,不好看超级烂,OLo730108611
2018-08-19,4.5,常州,还是很好看的，特效很逼真，超级like剧里的张起灵,Cha320218819
2018-08-19,3,台州,就这样。。。,L.I.P.782
2018-08-19,5,运城,好看，我永远支持,ebP706371959
2018-08-19,5,吴江,还是蛮好看的，终于等到了，虽然不是很外面，不过总体来说还是不错的。,IzL653842741
2018-08-19,5,威海,敢问豆瓣是个什么鬼东西？敢给我的爱情公寓打这么低的分，都被水军淹了吧！进去的时候一个个的笑的比谁都开心，，人家招你惹你了？,tlx147584766
2018-08-19,4,东莞,Emm。。爱情公寓确实是笑点少了很多，也不过是把爱情公寓跟盗墓笔记混在一起拍成了玄幻剧而已。特效在国产确实是一级棒，美嘉的一句“敢动我男人”也是比较打动我的。,邹大大圣
2018-08-19,4.5,长春,"只有我觉得挺好看吗，为什么那么多差评?
如果重来我还会去看，谢谢",Ry南下
2018-08-19,5,海口,十年青春，不舍，希望导演能把爱情公寓继续播下去,vVy658621335
2018-08-19,5,成都,好！！！随便没有延续，还是很好。,轩辕萌萌
2018-08-19,3,丰城,感觉全都是广告....,姗子呀i
2018-08-19,2,泸州,卖情怀，诶，我有点失望,tep883827693
2018-08-19,5,天津,幸好我是稻米,13820647373
2018-08-19,5,呼和浩特,虽然融合了盗墓笔记的内容    但还是爱情公寓的风格啊   对我来说足够了,eaS851612185
2018-08-19,3,九江,开始以为走错片场，看到后面发现是爱情公寓走错片场客串盗墓笔记🧐，嗯、就是这样了,涯、ovo
2018-08-19,1.5,深圳,就算忽略原剧的关联来看，也是一部不合格的喜剧,wSh105019329
2018-08-19,0.5,昆明,电影真心不好看。,权姬
2018-08-19,5,重庆,那个陪我一起看爱情公寓的人走了   可我最想跟你一起看ly   这几年没有你  很想你~,吴世勋2
2018-08-19,2,邛崃,没有达到预期想象,VAC322707167
2018-08-19,5,松原,期待了很久，结果……,荣达rd
2018-08-19,3,新郑,嗯，电影看起来略尴尬，演员之间的的互动也不如往日亲切自然，都说这电影卖的是情怀，这下算是信了，不过重新看见爱情公寓的熟悉面孔，也是值了。,不羁大葱
2018-08-19,5,金坛,盗墓笔记和爱情公寓结合体，小贤和一菲，美嘉和子乔有很大的进展enmmm就这样好看!!!,扉·玖
2018-08-19,5,中山,其实作为一个剧场版真的不错，萝卜白菜各有所爱，没必要刻意抬高和丑化，喜欢就去看，不喜欢就不要进来搭理，天天骂来骂说这说那何苦呢,woW455352646
2018-08-20,2.5,苏州,情怀不多，有点失望,zso935537158
2018-08-20,0.5,南阳,烂片，浪费钱，，，,江绰绰
2018-08-20,3,重庆,怎么说呢，不叫这个名字会有6分左右,梦里学王
2018-08-20,3.5,宜宾,其实算番外吧，觉得把名字更改下会好些，《爱情公寓之        》，就像决战紫禁城之巅一样。也不算标题党，只是名字太直接，有点虚假宣传嫌疑在里头。最后暗示了，是爱情公寓的主角光环不是盗墓笔记的，总得来说，剧还是不错的，虽然有些成分添加还不算太自然，不过多数观众都会笑，还是很符合爱情公寓的风格的。期待爱5能做好，至少对得起观众的情怀吧。,湮灵
2018-08-20,4.5,孝感,。一？！！！！,uJD558084243
2018-08-20,2,东莞,就  很粗俗的喜剧吧,JRa446580127
2018-08-20,4,西安,还好，就是有点不像爱情公寓,GJP775
2018-08-20,4,苏州,奔着情怀来！,拥她.
2018-08-20,5,东莞,好看！期待爱5,杨young.wong
2018-08-20,5,上海,搞笑，值得一看,ZOg487020467
2018-08-20,5,衢州,好看，刚开始我都还以为我走错场了，后面看到起曾小贤那个笑脸，知道没走错，不过挺搞笑的,蕾蕾smeil
2018-08-20,5,宜宾,好哈哈哈呵呵呵,luO225023131
2018-08-19,5,东莞,久别重逢  熟悉的感觉,QIS456816265
2018-08-20,3.5,泸州,算是一种怀旧吧，看着玩玩,那一场风雪
2018-08-20,3,潍坊,一般般，真的很一般,JUK455005280
2018-08-20,3,宜昌,期望越大，失望也就越大！,OrC13997670068
2018-08-20,5,雅安,不知道有些网友怎么那种，还是不错的,苏亦云28
2018-08-20,0.5,武汉,就是个骗子，你们都是骗子！,仟洵
2018-08-20,4,台州,很好看很好看,有个狂野之都
2018-08-20,0.5,鸡西,恶心的制作商,闇夜悠然
2018-08-20,2,昌吉,为了不辣自己的眼睛，让我弟去看了,自诩921
2018-08-20,2,长葛,还行....,ouiaya
2018-08-20,4.5,嘉兴,还不错值得一看,天涯6425
2018-08-20,4,北京,看评论都吓得不敢看了，其实还好啦，就是看个情怀嘛,oCc783803713
2018-08-20,5,焦作,意境很美，大片制作手法值得一看。,天边月儿
2018-08-20,3.5,西安,前面没意思！后面还是可以的！,丽子721
2018-08-20,5,盘锦,只要有爱5多久都可以等。,rJs452338653
2018-08-20,2,大庆,睡着了快 可能这种喜剧表演方式只适合电视剧,hCC645204759
2018-08-20,2.5,沈阳,一般，很一般,freemile1
2018-08-20,3,惠州,一般。。。。,FhB916347820
2018-08-20,4,诸城,有些部分无聊，大部分还好,福西西01010
2018-08-20,3.5,邹城,还是可以吧 毕竟观众都被逗笑了,wuwuwu仙昏儿
2018-08-20,5,成都,说真的。这部片子不好看。但是我见到了小姨妈本人。加之爱情公寓是我读书时最好的回忆了。所以不管拍成什么样我都还是支持的。,犯二君时常犯二
2018-08-20,2,巢湖,差点看睡着了,淡墨青峰
2018-08-20,3.5,重庆,还行。。。。,落叶残絮
2018-08-20,0.5,合肥,超级烂啊。。,GcK839465405
2018-08-20,0.5,沈阳,本来以为是个很好很圆满的结局，未曾想，唉！扎心了！,Zy997521
2018-08-20,5,长沙,还好还好还好,石头哥哥玉梅妹妹
2018-08-20,5,牡丹江,怎么说呢 主题曲一放 看主演们的脸 也不舍的给差评的,A.瑞瑞
2018-08-20,5,上海,完美，喜欢看😊,杜奕辉690
2018-08-20,3.5,泸州,算是一种怀旧吧，看着玩玩,那一场风雪
2018-08-20,3,潍坊,一般般，真的很一般,JUK455005280
2018-08-20,2,汕头,看的是情怀，毕竟电影与情景喜剧是有差别的。爱情公寓本身就是一部段子剧，但是电影要的是两个小时的连贯性情节，这就要求编剧的水平了，韦正是个段子手，但不是一个好编剧,风沙扬云
2018-08-20,5,襄阳,帮别人买的。,杨海翔
2018-08-20,5,南安,很好看。。。。很期待电视剧的出来,nmK143849218
2018-08-20,5,恩施,慢慢的回忆吧,YSF387272119
2018-08-20,2.5,合肥,原班人马演了一部盗墓笔记，外加撸啊撸、切水果等游戏的客串穿插，真的是让人大跌眼镜。,LJv940710762
2018-08-20,0.5,昆明,垃圾电影。。。。。,过儿。192
2018-08-20,5,张家口,不错  下次继续光临,tz0521
2018-08-20,4.5,包头,虽然是以卖情怀为噱头，但是抛开其他，电影本身是不错的喜剧,我们不怕杀猪刀
2018-08-20,0.5,阜新,不怎么好看啊,tzc750817289
2018-08-20,2.5,靖江,一般般的很呀,BGx563959559
2018-08-20,5,深圳,很不错，那些骂爱情公寓的都是一些没素质的人,大鸟536
2018-08-20,2.5,凌海,可以可以可以可以,文雯wer.
2018-08-20,3.5,太原,有点小失望。,禾子鸿
2018-08-20,2.5,哈尔滨,毁情怀，一般般,一份清汤荞麦面
2018-08-20,5,南通,很好看，非常喜欢,Dxk838004471
2018-08-20,3.5,潜江,还可以，还可以,咻咻咻775
2018-08-20,5,北京,对于，爱情公寓粉丝来说，太赞了,2018.2.14。
2018-08-20,5,晋城,挺好看的一部电影,datura125
2018-08-20,5,包头,好好好好棒棒哒,PMI967604755
2018-08-20,4.5,宁波,一开始还以为走错片场了，后面还可以,Beybey123
2018-08-20,1.5,江门,毁情怀。。。,abt667245686
2018-08-20,4.5,合肥,虽然该填的坑没有填上  但是  还是不错的 搞笑 我喜欢 爱情公寓  希望尽快出五就好了,TSU540523752
2018-08-20,5,北京,其实笑了就是最好的证明，虽然看着不太想以往的爱情公寓。,OfW111779967
2018-08-20,4,深圳,买给别人看的 还有两分没给是这些演员及电影电视剧我都觉得不好看,沈浪UK
2018-08-20,3,沙河,一般般吧！毕竟电影跟电视剧还是有一定去别的,泡芙小妞0
2018-08-20,4.5,临沂,一般般没有全部人,汲广浩
2018-08-20,3,南京,一般般～～～,siner0424
2018-08-20,0.5,北京,骗子   大大的骗子,ZuA672427534
2018-08-20,5,运城,好看！！！！,丶光华
2018-08-20,1,舟山,真的很失望 😞,Chri丿
2018-08-20,5,东台,可以的，勾起回忆,rhn990048496
2018-08-20,3.5,沈阳,幼稚不适合成年人看,eux327299399
2018-08-20,5,遵义,并没有那些水军说的这么难看  最后的彩蛋特别good,Fan范0811
2018-08-20,5,台州,披着爱情公寓的盗墓笔记,W_JunKai
2018-08-20,5,兰州,个人表示很喜欢，不是奔情怀也不是奔结局，就是单纯喜欢这几个人，剧情以盗墓笔记为主线展开联想，主角也不是袁弘，故事里一直有爱情公寓那几个人，总之期待爱5,樱朵阵阵
2018-08-20,5,重庆,不说内容，我觉得只要还是这些人，还是能给我带来欢笑，就足够了。,风清云淡6466
2018-08-20,5,长沙,挺喜欢挺喜欢,t猪兔子
2018-08-20,4.5,肇庆,我看了一部剧搞笑的电影——盗墓笔记！,传奇°C
2018-08-20,2.5,罗源县,特效好 剧情烂,薛定谔的猫zzz
2018-08-20,5,北京,情怀打分  哈哈,LWo527031558
2018-08-20,5,深圳,不接受任何批评，喜欢爱情公寓。,fTG955805497
2018-08-20,0.5,舞钢,中途离场，不做评价。☺️,TjB626713706
2018-08-20,2,昆山,就是来圈钱的，只是一场梦……说话的结局呢……,不吃香菜的朱
2018-08-20,0.5,深圳,挂羊头卖狗肉,sSu591957484
2018-08-20,5,运城,好看！！！！,丶光华
2018-08-20,1.5,沈阳,单纯是为了孩子，为了爱情公寓情结，为了看那几张久违的脸，要不然一分都没有！,HzD114781057
2018-08-20,3,杭州,真的是烂片，到处打广告，根本和电视剧没有半v毛钱关系,urd851585519
2018-08-20,5,北京,没他们说的很糟糕，我跟老公都觉得挺好看的，接下来就坐等爱5了,PAp288622681
2018-08-20,5,鞍山,其实没那么完美。我就是想中和一下给一颗星的。他其实也没那么差啦。,卖萌不月半
2018-08-20,5,凌海,先不说内容咋样.就凭主角重聚很惊喜,迎姑娘33
2018-08-20,1,连云港,一塌糊涂，太失望了,ofl561886434
2018-08-20,2,日照,不好意思，我的青春碎了,言多必失＆
2018-08-20,5,南京,期待了好久好久的影片,ItE559358361
2018-08-20,2.5,张家口,感觉一般般吧，期待了那么久的爱情公寓，全程都在穿插着盗墓笔记的情节，脱离了爱情公寓这个快乐房子的主人们，虽然关谷 展博 宛瑜 雨墨不在，突然感觉好糊弄我阿，真不像我期待的爱情公寓。,Mini时代阿琛
2018-08-20,3,哈尔滨,一般，编的太离谱,雪晴35
2018-08-20,4,赤峰,童年的温馨回忆,lNo151335936
2018-08-20,5,阜新,挺好的，没有平分那么差，而且比我想象的好多了，有故事情节,QAx729198618
2018-08-20,3,青岛,年轻人和小孩看的没什么好看,gqj329499368
2018-08-20,3.5,钦州,还可以吧，感觉少了点什么,他家熊孩子
2018-08-20,5,郑州,从电视剧抄袭的角度说，编剧需要批评，也希望爱5能够吸取教训。但凡事不能一棍子打死。从电影的角度看，这个番外篇恰如其分，符合爱情公寓的一贯风格，说挂羊头卖狗肉这样的立场，有点勉为其难。综合来看，我给8.5分。,waliple
2018-08-20,4.5,北京,挺好挺好挺好,Ljs605485989
2018-08-20,5,天津,就俩字：情怀,梧桐一落
2018-08-20,5,长春,贤哥依旧拖延症亦菲依旧彪悍又有还是一样迷糊,舒慕禄氏
2018-08-20,0.5,,四年了，你们陪伴了我的青春。终于回来了必顶,唐锋731
2018-08-20,0.5,东港,除了看人剧情真是没法说！,swz15041586205
2018-08-20,0.5,苏州,不如看电视剧了,cumin
2018-08-20,1,长治,果然分数低是有道理的,yIy482365660
2018-08-20,5,合肥,挺好的  还可以,yGH336079035
2018-08-20,3.5,中山,觉得还行 只是看成盗墓笔记了,puD451879422
2018-08-20,3.5,东莞,不错，不过一开始以为放错片了，有点像动作片🌚不过整体来说不错,刘艳媚617
2018-08-20,3,乌鲁木齐,期待很大。略失望,content然
2018-08-20,3,南京,一般般～～～,siner0424
2018-08-20,0.5,北京,骗子   大大的骗子,ZuA672427534
2018-08-20,5,运城,好看！！！！,丶光华
2018-08-20,1.5,沈阳,单纯是为了孩子，为了爱情公寓情结，为了看那几张久违的脸，要不然一分都没有！,HzD114781057
2018-08-20,0.5,,这是盗墓笔记吗？,King丿离殇
2018-08-20,3,杭州,真的是烂片，到处打广告，根本和电视剧没有半v毛钱关系,urd851585519
2018-08-20,5,北京,没他们说的很糟糕，我跟老公都觉得挺好看的，接下来就坐等爱5了,PAp288622681
2018-08-20,5,鞍山,其实没那么完美。我就是想中和一下给一颗星的。他其实也没那么差啦。,卖萌不月半
2018-08-20,5,凌海,先不说内容咋样.就凭主角重聚很惊喜,迎姑娘33
2018-08-20,1,连云港,一塌糊涂，太失望了,ofl561886434
2018-08-20,2,日照,不好意思，我的青春碎了,言多必失＆
2018-08-20,5,南京,期待了好久好久的影片,ItE559358361
2018-08-20,2.5,张家口,感觉一般般吧，期待了那么久的爱情公寓，全程都在穿插着盗墓笔记的情节，脱离了爱情公寓这个快乐房子的主人们，虽然关谷 展博 宛瑜 雨墨不在，突然感觉好糊弄我阿，真不像我期待的爱情公寓。,Mini时代阿琛
2018-08-20,1,吴江,用情怀赚钱的片子 大失所望,Autism0715
2018-08-20,5,安丘,我觉得还可以,pCJ475374562
2018-08-20,5,宜宾,嗯，还不错。,LNk438852929
2018-08-20,4,贵阳,故事的开头我没料到，盗墓情节穿插整部影片。没有想到和预料的不大一-样，有点小小的失落。说是情怀吧，我们的青春，我们每个人不都一样的吗，就像影片结尾曾小贤说的一样，我们总是羡慕别人故事里的主角，天生自带光环。最后结尾彩蛋爱5coimg soon给我一点点小期待 。,熙静静哟
2018-08-20,5,珠海,很好看～找回青春,lbW494213467
2018-08-20,5,呼和浩特,还行，不是特别满意，刚一进去以为做错地方了,MCn786312184
2018-08-20,5,上海,回忆啊青春啊,源瑜你
2018-08-20,0.5,成都,个人觉得十年前的爱情公寓电视剧版才是我们最终的陪伴 而爱情公寓电影版就是拿我们的情怀出来圈钱的  再见🤗,汗236
2018-08-20,1,郑州,无厘头搞笑，爱情公寓还非得跟盗墓笔记联系到一块！编剧也太脑抽了吧！,理性人生8
2018-08-20,3,太原,爱情公寓的人演的盗墓笔记,KJI422576617
2018-08-20,3,深圳,消费粉丝啊啊,q13410305517
2018-08-20,5,敦化,很喜欢，陪伴是无价的,William夫人Anna
2018-08-20,0.5,台山,看的我都快睡着了的,qcc11512195
2018-08-20,0.5,连云港,一分都多了啊,其实你很美98
2018-08-20,5,通化,看的比较晚，网上各种吐槽，早已经让我免疫了，之前的剧情没有太认真看，十年粉丝，彩蛋足够了，未完待续。,lrD373973160
2018-08-19,5,海口,怀念！爱情公寓真的是情怀啊！,Mr.strive243
2018-08-19,3,昆山,有点失望啊，,QQa丶
2018-08-19,5,福州,好看好看好看好看,iTF207571571
2018-08-19,5,贵阳,电影挺好看的 就是团购饮料小吃很麻烦  要先去取票,qq522182684
2018-08-19,5,长葛,好看的好看好看,Cruel欣～
2018-08-19,3.5,中山,还好，最后看得比较爽，编剧脑洞不是一般大,osW687001487
2018-08-19,5,龙口,还是可以的！,好女子hi
2018-08-19,5,兰州,本来就是看情怀，还不错，,墨染十年
2018-08-19,5,乌鲁木齐,看电影爱情公寓,VeJ230320769
2018-08-19,5,南京,还可以，挺好看的,永远陪伴着凯源玺
2018-08-19,5,菏泽,很好看…………,Me小憨兔
2018-08-19,0,菏泽,一点也不好..,你要快乐哝
2018-08-19,3.5,成都,还行吧，还是喜欢在爱情公寓里面拍的,L·W·J177
2018-08-19,5,遂宁,其实我也明了 对的人那么少,啊哈老陈啊
2018-08-19,5,成都,低分水军去si!动不动就跟风喷 c,芳华绝代ZGRMYF
2018-08-19,4.5,运城,前面一个多小时确实烂，动作片不像动作片，特效片不像特效片，好好的盗墓笔记三人组给强行转换成喜剧风格，可是最后你的月亮我的心让我觉得我看的还是爱情公寓！如果有爱5tv剧，我还是一样期待着,plH141118719
2018-08-19,1.5,北京,"一分给名字 爱情公寓
二分给情怀
三分给胡一菲的身材
不能再高了 迄今为止唯一一部想三分钟只内离场的片子",VANcJh
2018-08-19,3,赤峰,挂羊头卖狗肉 消费情怀,YjQ979467369
2018-08-19,3.5,上海,小年轻可以去看看,nCp526043005
2018-08-19,5,滨州,完美完美完美！,Kcz160631495
2018-08-19,5,张家港,很好看，值得一看！,Fan紫菱
2018-08-19,0.5,德州,原名都改了，情怀也没有了,轻狂书生734
2018-08-19,5,宿州,个人感觉很不错,半梦小姐姐
2018-08-19,3.5,青岛,总体还可以，剧本有点。。。不过还是喜欢，期待爱五,EZI780477251
2018-08-19,5,南通,好吧。。。。。,想不出昵称啦
2018-08-19,4,重庆,以为还是在公寓里吵吵闹闹，结果一开始就给我讲从来没有看过的盗墓笔记，真的以为走错片场了还赶紧拿电影票出来核实一下。其实这部电影我们看的不是剧情，而是感情，就像胡一菲为了曾小贤，陈美嘉为了吕子乔。好在关谷虽然不在，但导演至少没有更换演员，我们都会记得爱情公寓的❤️永远永远……,WVX939616551
2018-08-19,5,呼和浩特,挺好的 就是工作人员态度不好 👎 让人挺失望,JYd634128383
2018-08-19,5,郑州,好看太好看了,DRj317478966
2018-08-19,5,西安,特别好特别好,Wnt270006957
2018-08-19,2.5,温州,一般般 很尬尴,rDY678878525
2018-08-20,4,徐州,是那个爱情公寓,lLf366972329
2018-08-20,5,运城,很好看  就是我们的爱情公寓,mFm227111626
2018-08-20,0,武汉,谈恋爱的戏最好拍，投入也不大，续集是自带流量的，这帮人浪费了一个多好的赚钱机会。,dqgshzm
2018-08-20,0.5,太原,不谈了真的就,cRP754907973
2018-08-20,4.5,临安,还不错 分给彩蛋爱五,Miss.neko
2018-08-20,5,绥化,没看到，电影院已经爆炸了，换的一出好戏，不管爱情公寓拍的怎么样，我都希望最爱的人就在对面，最好的朋友还在隔壁。,日光独自倾城丶
2018-08-20,0.5,重庆,垃圾电影垃圾,胡小强989
2018-08-20,3,郴州,瞎胡闹的，肾菲也没进展,根謌
2018-08-20,5,鞍山,唉呀，一些人说是不好看退票这那的，真怀疑是不是水军充钱了，真是的，影院里大家都在哈哈大笑啊，看什么不重要，重要的是他们是我的青春，电影里有他们就够了！不论别人评论他们多么的不好，我永远都爱着他们，爱着爱情公寓！,皮皮虾我門走
2018-08-20,0.5,西宁,挂羊头卖狗肉,fwX604952836
2018-08-20,0.5,呼和浩特,真心垃圾死了,tPv775791427
2018-08-20,5,广州,盗墓公寓，爱情坟墓，本想给六分，但是多给两分是给爱情公寓原班人马的，10年情怀,DnI575775216
2018-08-20,3,洛阳,没有期待的好,许馨鑫1
2018-08-20,2.5,沈阳,一般般吧‼️‼️,懿珊4678
2018-08-20,5,天津,十年，灰常奈斯,夜長孟多
2018-08-20,4,呼和浩特,盗墓笔记的错版吧，一群傻人哈哈笑，内容意义不大,AbV352262142
2018-08-20,0.5,潍坊,一部垃圾片，垃圾片,爱LL667
2018-08-20,1,武汉,1星给情怀 1星给子乔美嘉,_sina44844860196
2018-08-20,3,邯郸,还可以吧。挺搞笑的，还好看过盗墓笔记。,火车街
2018-08-20,3.5,威海,不是因为电影不好看而是因为导演宣传的时候是用爱情公寓打幌子，让我们以为是剧版爱情公寓的收尾，结果却拍成了另一题材的电影。如果导演提前说清楚我想评分不会太低,凝雪恋
2018-08-20,4,天津,期待爱情公寓5，关谷快回来吧😶,Ube263450259
2018-08-20,4,福州,虽然蛮多人吐槽 感觉可能是期望越大失望越大吧 但是就是喜欢他们在一起的日子 很美好 ,Anp255690855
2018-08-20,4,百色,有点牛头不对马嘴,最近减肥少点量
2018-08-20,5,瑞安,张起灵帅！！,臣玖
2018-08-20,3.5,青州,我的童年去盗墓了,MBN122737446
2018-08-20,0.5,长春,呵呵→_→哈哈(ಡωಡ)hiahiahia哈利路亚哈利路亚哈利路亚，这是什么玩意,oTL486888155
